ID;Согласовано;Раздел документа;Содержание;Порядковыи? номер;Дата ввода требования в действие;Дата отмены или приостановки требования;Статус требования;Реестр НТД;Вид номера;Раздел реестра;Требование безопасности;Конструктор;Триггер избранного;Создавший пользователь;ЮИН;Изменено;Дата публикации в реестре требований
193696;Ложь;;<p>13.93 Котельные, использующие в качестве основного или аварийного вида топлива сжиженный природный газ (СПГ), должны иметь систему его приема, хранения и газификации, проект которой выполняется по отдельному заданию на проектирование.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.";;Ложь;Соколов Сергей Вадимович;193696;Истина;
193697;Ложь;;<p>13.94 Котельные, использующие в качестве основного или аварийного вида топлива сжиженные углеводородные газы (СУГ), должны иметь систему его приема и хранения.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.";;Ложь;Соколов Сергей Вадимович;193697;Истина;
193698;Ложь;;<p>13.95 Котельные агрегаты, использующие СУГ, должны оснащаться горелками для сжигания искусственного газа (аналог природного), который приготавливается в соответствующей установке с предварительным смешением СУГ и воздуха для организации кинетического горения.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.";;Ложь;Соколов Сергей Вадимович;193698;Истина;
193699;Ложь;;<p>14.6 Системы механического транспорта золы и шлака следует предусматривать в котельных с котлами, оборудованными топками для слоевого сжигания.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193699;Ложь;
193700;Ложь;;<p>14.7 При проектировании общей для всей котельной системы механического транспорта золы и шлака непрерывного действия следует предусматривать резервные механизмы.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193700;Ложь;
193701;Ложь;;"<p>14.8 Системы периодического транспорта следует принимать при выходе золы и шлака до 4 т/ч; системы непрерывного транспорта – при выходе более 4 т/ч.</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193701;Истина;
193702;Ложь;;<p>14.9 Для удаления золы и шлака из котельных общей массой до 150 кг/ч следует применять монорельсовый или автопогрузочный транспорт контейнеров-накопителей, узкоколейный транспорт в вагонетках, скреперные установки, конвейеры.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193702;Ложь;
193703;Ложь;;"<p>14.10 Для механических систем периодического транспортирования следует применять скреперные установки, скиповые и другие подъемники; для непрерывного транспортирования – канатно-дисковые, скребковые и ленточные конвейеры.</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193703;Ложь;
193704;Ложь;;<p>14.11 При использовании для транспортирования шлака ленточных конвейеров температура шлака не должна превышать 80 °С.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193704;Ложь;
193705;Ложь;;"<p>14.12 При использовании скреперных установок следует применять:</p><p>системы «мокрого» совместного золошлакоудаления – при выходе золы и шлака до 0,5 т/ч;</p><p>системы «мокрого» раздельного золошлакоудаления – при выходе шлака до 1,5 т/ч;</p><p>системы «сухого» золошлакоудаления, когда «мокрые» системы неприемлемы (при сооружении котельной в Северной климатической зоне, дальних перевозках в зимнее время, при транспортировании золы и шлака, склонных к цементации во влажном состоянии, при промышленном использовании золы и шлака в сухом виде).</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193705;Ложь;
193706;Ложь;;<p>14.13 Скребковые конвейеры применяют в системах как «сухого», так и «мокрого» золошлакоудаления.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193706;Ложь;
193707;Ложь;;<p>14.14 Скребковые конвейеры следует устанавливать в непроходных каналах, конструкция которых должна допускать возможность осмотра и ремонта узлов конвейера.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193707;Ложь;
193708;Ложь;;<p>14.15 Для пневматического транспорта золы и шлака от котлов к разгрузочной станции следует применять всасывающую систему. При этом расстояние транспортирования должно быть не более 200 м. Для пневматического транспорта золы и шлака от разгрузочной станции до отвала следует применять напорную систему при расстоянии транспортирования не более 1000 м.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193708;Ложь;
193709;Ложь;;"<p>14.16 При проектировании систем пневмотранспорта следует принимать:</p><p>концентрацию материалов от 5 до 40 кг на 1 кг транспортирующего воздуха;</p><p>наибольший размер кусков, транспортируемых пневмотрубопроводами, не превышающий значения, равного 0,3 диаметра пневмотрубопровода.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193709;Ложь;
193710;Ложь;;"<p>14.17 При проектировании систем пневматического транспорта следует принимать:</p><p>скорость движения золошлакоматериалов в начальных участках пневмотрубопроводов – не менее 14 м/с;</p><p>наименьший внутренний диаметр пневмотрубопроводов для золы – 100 мм;</p><p>наименьший внутренний диаметр пневмотрубопроводовдля шлака – 125 мм;</p><p>наибольший внутренний диаметр – 250 мм.</p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193710;Истина;
193711;Ложь;;<p>14.18 Часовая производительность всасывающей системы, в зависимости от количества заборных точек, должна быть в 3–4 раза больше часового выхода транспортируемого материала.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193711;Ложь;
193712;Ложь;;"<p>14.19 Режим работы системы пневматического транспорта принимают периодическим; производительность системы определяют из условия продолжительности ее работы 4–5 ч в смену без учета времени на переключения.</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193712;Ложь;
193713;Ложь;;"<p>14.20 Для дробления шлака, поступающего в вакуумную пневматическую систему, под шлаковыми бункерами котлов следует предусматривать дробилки:</p><p>двухвалковые зубчатые – для дробления непрочного слабоспекшегося шлака с максимальным начальным размером кусков до 100 мм, получаемого при сжигании в камерных топках углей с высокой температурой плавкости золы;</p><p>трехвалковые зубчатые – для дробления механически непрочных шлаков с размерами кусков 100–400 мм, шлаков с повышенной механической прочностью, с неравномерными фракциями.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193713;Ложь;
193714;Ложь;;<p>14.21 Температура шлака, поступающего на дробление, не должна превышать 600 °С.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193714;Ложь;
193715;Ложь;;<p>14.22 Для пневмотрубопроводов следует применять трубы из низколегированной стали марки 14ХГС. Зависимость минимальной толщины стенки от диаметра применяемых труб – в соответствии с приложением Е.</p><p>Использование восстановленных стальных труб и бывших в употреблении материалов и арматуры не допускается.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193715;Ложь;
193716;Ложь;;<p>14.23 Пневмотрубопроводы следует выполнять сварными, соединения с оборудованием и арматурой допускается выполнять фланцевыми.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193716;Ложь;
193717;Ложь;;<p>14.24 Прокладку пневмотрубопроводов в помещениях котельной следует предусматривать над полом с устройством переходных мостиков. Минимальное расстояние от низа трубы до пола должно составлять 1,5 диаметра трубы, но не менее 150 мм.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193717;Ложь;
193718;Ложь;;<p>14.25 Соединения деталей и элементов пневмотрубопроводов следует проводить сваркой. Угол наклона отвода не должен превышать 30°. При этом участок трубы против врезки отвода должен быть усилен укрепляющей накладкой, соединенной с трубой внахлест.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193718;Ложь;
193719;Ложь;;<p>14.26 Для осмотра и прочистки пневмотрубопроводов следует устанавливать лючки или контрольные пробки.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193719;Ложь;
193720;Ложь;;<p>14.27 В качестве запорной арматуры на пневмотрубопроводах следует принимать пробковые краны, устанавливаемые на вертикальных участках.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193720;Ложь;
193721;Ложь;;"<p>14.28 Участки пневмотрубопроводов, имеющие температуру свыше&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;55 °С, должны быть ограждены сетками. Теплоизоляция пневмотрубопроводов не допускается.</p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193721;Истина;
193722;Ложь;;<p>14.29 Отделение золы и шлака от транспортирующего воздуха в вакуумных установках пневмотранспорта следует проводить в инерционных осадительных камерах.</p><p>Максимальная скорость воздуха в камере не должна превышать 0,15 м/с, аэродинамическое сопротивление осадительной камеры должно составлять 100–150 Па.</p><p>Рабочая вместимость камеры должна обеспечивать непрерывную работу системы в течение 45 мин.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193722;Ложь;
193723;Ложь;;"<p>14.30 Под осадительными камерами следует предусматривать установку сборных бункеров, изготавливаемых из металла или железобетона.</p><p>Угол наклона стенок должен быть не менее:</p><p>50° – для металлических бункеров;</p><p>55° – для железобетонных бункеров.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193723;Ложь;
193724;Ложь;;<p>14.32 При использовании в качестве золоуловителей электрофильтров следует принимать комбинированную пневмогидравлическую систему золоудаления, при которой золу из-под золоуловителя транспортируют пневмосистемами в промбункер, из промбункера – самотечными каналами гидроудаления в насосную.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193724;Ложь;
193725;Ложь;;<p>14.33 Шлаковые каналы при твердом шлакоудалении следует выполнять с уклоном не менее 0,015, при жидком шлакоудалении – не менее 0,018. Золовые каналы должны иметь уклон не менее 0,01.</p><p>Каналы следует выполнять железобетонными с облицовкой из камнелитых изделий и перекрытиями на уровне пола легкосъемными плитами.</p><p><br></p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;;;Ложь;Соколов Сергей Вадимович;193725;Истина;
193726;Ложь;;<p>15.1 В котельных необходимо предусматривать защиту оборудования (автоматику безопасности), сигнализацию, автоматическое регулирование, контроль, возможность передачи данных о работе системы автоматического управления технологическими процессами (АСУ ТП) в диспетчерскую.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193726;Истина;
193727;Ложь;;<p>15.3 В помещениях котельных следует предусматривать центральные (ЦЩУ) и местные щиты управления (МЩУ). ЦЩУ следует располагать в изолированном помещении центрального поста управления (ЦПУ). При разработке АСУ ТП щиты питания датчиков нижнего уровня и контроллеры следует размещать вблизи технологического оборудования, средства визуального отображения, регистрации, управления (верхний уровень АСУ ТП) – в помещениях ЦПУ в соответствии с 15.10–15.21.</p><p>В автоматизированных котельных, производительностью до 25 МВт, имеющих общий котельный зал и работающих без постоянного присутствия обслуживающего персонала, допускается объединение МЩУ и ЦЩУ с размещением щитов в котельном зале.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193727;Истина;
193728;Ложь;;<p>15.4 Помещения ЦЩУ не следует размещать под помещениями с мокрыми технологическими процессами, душевыми, санитарными узлами, вентиляционными камерами с подогревом воздуха горячей водой или паром, а также под трубопроводами агрессивных веществ (кислот, щелочей).</p><p>Высота помещения ЦШУ должна быть не менее 3,5 м (допускается местное уменьшение высоты до 3 м).</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193728;Истина;
193729;Ложь;;<p>15.5 В котельных с паровыми котлами с давлением пара 1,4 МПа или водогрейными котлами с температурой воды 150 °С следует предусматривать лабораторию для проверки и профилактики средств автоматизации. Допускается не предусматривать лабораторию для котельных предприятий, имеющих центральную лабораторию.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193729;Истина;
193730;Ложь;;<p>15.6 Требования в части защиты систем сигнализации, автоматического регулирования и контроля следует выполнять для основного и вспомогательного оборудования котельных.</p><p>Для котельных наружного типа следует предусматривать автоматику безопасности и сигнализацию безопасности горелочных устройств в соответствии с ГОСТ 21204.</p><p><br></p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193730;Истина;
193731;Ложь;;"<p class=""ql-align-justify""><span style=""color: black;"">15.7 В котельных с котлами с камерным сжиганием всех видов топлива и с механическими топками для твердого топлива должны быть средства сигнализации, контроля и автоматики, обеспечивающие блокировку работы котлов при загазованности помещений – при достижении концентрации угарного газа 100 мг/м</span><sup style=""color: black;"">3</sup><span style=""color: black;"">, а при сжигании газа – при достижении&nbsp;концентрации&nbsp;горючего газа 10 % нижнего концентрационного предела взрываемости (НКПР).</span></p><p class=""ql-align-justify"">	<span style=""color: black;"">При загазованности равной 0,1 НКПР по метану для обеспечения недостижения содержания паров на уровне 0,5 НКПР следует предусматривать включение аварийного освещения и вентиляции, а также передачу сигнала на диспетчерский пункт или в помещение с постоянным присутствием персонала.</span></p><p class=""ql-align-justify"">	<span style=""color: black;"">При загазованности по первому порогу по оксиду углерода (концентрация 20 мг/м</span><sup style=""color: black;"">3</sup><span style=""color: black;"">) следует передавать сигнал на диспетчерский пункт или в помещение с постоянным присутствием персонала.</span></p><p><br></p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193731;Истина;
193732;Ложь;;"<p>15.8 Для паровых котлов, предназначенных для сжигания газообразного и жидкого топлива, независимо от давления пара и производительности следует предусматривать устройства, автоматически прекращающие подачу топлива к горелкам при:</p><p>повышении или понижении давления газообразного топлива перед горелками;</p><p>понижении давления жидкого топлива перед горелками за регулирующим органом;</p><p>уменьшении разрежения и(или) повышения давления в топке;</p><p>понижении давления воздуха перед горелками с принудительной подачей воздуха;</p><p>погасании факелов горелок, отключение которых при работе котла не допускается;</p><p>повышении давления пара при работе котельных;</p><p>повышении или понижении уровня воды в барабане;</p><p>исчезновении напряжения в цепях защиты;</p><p>неисправности цепей защиты.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193732;Ложь;
193733;Ложь;;"<p>15.9 Для водогрейных котлов при сжигании газообразного и жидкого топлива следует предусматривать устройства, автоматически прекращающие подачу топлива к горелкам при:</p><p>при повышении или понижении давления газообразного топлива перед горелками;</p><p>понижении давления жидкого топлива перед горелками за регулирующей арматурой;</p><p>понижении давления воздуха перед горелками с принудительной подачей воздуха;</p><p>уменьшении разрежения и(или) повышения давления в топке;</p><p>погасании факелов горелок, отключение которых при работе котла не допускается;</p><p>повышении температуры воды на выходе из котла;</p><p>повышении или понижении давления воды на выходе из котла;</p><p>уменьшении установленного наименьшего расхода воды через котел;</p><p>остановке ротора форсунки;</p><p>неисправности цепей защиты.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193733;Ложь;
193734;Ложь;;"<p>15.10 Для паровых и водогрейных котлов при камерном сжигании твердого топлива следует предусматривать устройства, автоматически прекращающие подачу топлива к горелкам при:</p><p>понижении давления воздуха за дутьевым вентилятором;</p><p>уменьшении разрежения в топке;</p><p>погасании факела;</p><p>повышении или понижении уровня воды в барабане;</p><p>исчезновении напряжения в цепях защиты неисправности автоматики безопасности.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193734;Ложь;
193735;Ложь;;"<p>15.11 Для паровых котлов с механизированными слоевыми топками для сжигания твердого топлива следует предусматривать устройства, автоматически отключающие тягодутьевые установки и механизмы, подающие топливо в топку, при:</p><p>понижении давления воздуха под решеткой;</p><p>уменьшении или понижении уровня воды в барабане;</p><p>исчезновении напряжения в цепях защиты (только для котельных второй категории);</p><p>повышении давления в котле.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193735;Ложь;
193736;Ложь;;"<p>15.12 Для водогрейных котлов с механизированными слоевыми топками и камерными топками для сжигания твердого топлива следует предусматривать устройства, автоматически отключающие тягодутьевые установки и механизмы, подающие топливо в топки при:</p><p>при повышении температуры воды на выходе из котла;</p><p>повышении или понижении давления воды на выходе из котла;</p><p>уменьшении расхода воды через котел;</p><p>уменьшении разрежения в топке;</p><p>понижении давления воздуха под решеткой или за дутьевыми вентиляторами.</p><p>П р и м е ч а н и е – Для котлов с температурой воды 115 оС и ниже допускается не предусматривать автоматическое отключение тягодутьевых установок и механизмов, подающих топливо в топки, при понижении давления воды за котлом и понижении давления воздуха под решеткой или за дутьевым вентилятором.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193736;Ложь;
193737;Ложь;;"<p>15.13 Для паротурбинных установок с противодавлением, предназначенных для выработки электрической и тепловой энергии на собственные нужды котельной, следует предусматривать отключающие устройства, автоматически отключающие подачу пара на турбину и генератор от сети 0,4 кВ при:</p><p>повышении давления пара на входе;</p><p>повышении температуры пара на входе;</p><p>повышении давления пара на выходе;</p><p>понижении давления масла;</p><p>повышении температуры масла;</p><p>повышении частоты вращения ротора турбины;</p><p>аварийном отключении кнопкой.</p><p>При этом автоматическое отключение генератора и конденсаторных батарей должно проводиться одновременно с автоматическим отключением отсечного клапана турбины и передачей сигнала срабатывания защиты на ЦПУ.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193737;Ложь;
193738;Ложь;;"<p>15.14 Для систем пылеприготовления следует предусматривать следующие устройства:</p><p>автоматически отключающие питатель сырого топлива при снижении допустимого уровня в бункере сырого топлива (для систем с прямым вдуванием);</p><p>дистанционно управляемые шиберы на газовоздухопроводах присадки холодного воздуха или низкотемпературных дымовых газов к сушильному агенту на входе в мельницу и клапаны на подводе воды в газовоздухопровод перед молотковой мельницей при достижении температуры предела I пылегазовоздушной смеси за мельницей. Для всех видов топлива, кроме антрацита и полуантрацита, необходимо предусматривать дистанционное управление клапаном на паропроводе к газовоздухопроводу перед мельницей;</p><p>автоматически отключающие мельницу и прекращающие подачу в нее сушильного агента при достижении температуры предела II пылегазовоздушной смеси (для систем с промбункером).</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193738;Ложь;
