ID;Согласовано;Раздел документа;Содержание;Порядковыи? номер;Дата ввода требования в действие;Дата отмены или приостановки требования;Статус требования;Реестр НТД;Вид номера;Раздел реестра;Требование безопасности;Конструктор;Триггер избранного;Создавший пользователь;ЮИН;Изменено;Дата публикации в реестре требований;;
192268;Ложь;;<p>11.2.20 Включение воздушной завесы следует блокировать с открыванием ворот, дверей и технологических проемов или предусматривать включение завесы при понижении заданной температуры воздуха в помещении у ворот, дверей и технологических проемов. Автоматическое отключение завесы следует предусматривать после закрытия ворот, дверей или технологических проемов и восстановления нормируемой температуры воздуха помещения, предусматривая сокращение расхода теплоносителя до минимального, обеспечивающего незамерзание воды.</p><p>При использовании систем с электровоздухонагревателями следует предусматривать защиту от перегрева воздухонагревателей.</p><p><br></p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192268;Ложь;;;
192269;Ложь;;<p>11.2.21 При использовании в качестве теплоносителя воды в теплообменниках систем вентиляции и ВТЗ следует предусматривать автоматическую защиту от замерзания.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192269;Ложь;;;
192270;Ложь;;<p>11.2.22 Диспетчеризацию систем следует предусматривать для производственных, жилых, общественных и административно-бытовых зданий, в которых предусмотрена диспетчеризация технологических процессов или работы инженерного оборудования.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192270;Ложь;;;
192272;Ложь;;"<p>11.2.23 Точность поддержания метеорологических условий при кондиционировании (если отсутствуют специальные требования) следует принимать в точках установки датчиков: +/– 1 °C по температуре и +/– 7 % по относительной влажности.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192272;Ложь;;;
192273;Ложь;;"<p>12.1 Водоснабжение камер орошения, увлажнителей и доувлажнителей и других устройств, используемых для обработки приточного и рециркуляционного воздуха, следует предусматривать водой питьевого качества согласно СанПиН 2.1.4.1074.&nbsp;</p><p>Если вода, подаваемая на подпитку в паровые или водяные увлажнители, не соответствует требованиям изготовителя оборудования по показателям pH и жесткости, необходимо предусматривать предварительную обработку воды.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192273;Ложь;;;
192274;Ложь;;"<p>12.4 Отвод воды в канализацию следует предусматривать для опорожнения оборудования систем отопления, тепло- и холодоснабжения и для отвода конденсата от оборудования систем кондиционирования через гидрозатвор.&nbsp;&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192274;Ложь;;;
192275;Ложь;;"<p>12.5 Вентиляционные камеры для размещения оборудования центрального кондиционирования, приточного оборудования с водяными теплообменниками, помещения с увлажнителями воздуха, а также помещения для размещения холодильного оборудования должны быть оборудованы гидроизоляцией, трапами или приямками для удаления жидкости.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192275;Ложь;;;
192278;Ложь;;"<p>13.2 Для оценки потребности здания в тепловой энергии на отопление и вентиляцию применяют показатель удельного годового расхода тепловой энергии на отопление и вентиляцию ? удельную характеристику расхода тепловой энергии на отопление и вентиляцию, определяемую в соответствии с СП 50.13330.&nbsp;&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;Требования энергетической эффективности зданий и сооружений;;Ложь;Соколов Сергей Вадимович;192278;Ложь;;;
192280;Ложь;;"<p>13.3 Энергосбережение систем внутреннего тепло- холодоснабжения, отопления, вентиляции и кондиционирования воздуха зданий и сооружений следует обеспечивать за счет выбора высокотехнологичного оборудования, использования энергоэффективных схемных решений и оптимизации управления системами, в том числе:</p><p>- не допускается применение в системах с механическим побуждением и гибридной вентиляцией воздуховодов с шероховатостью внутренней поверхности более 1 мм в условиях эксплуатации. В качестве мероприятий по уменьшению аэродинамического сопротивления, повышения герметичности и стойкости внутренней поверхности воздуховодов в строительном исполнении к перемещаемой среде, допускается предусматривать внутреннее полимерное гидроизоляционное покрытие воздуховодов, соответствующее требованиям пожарной и санитарной безопасности, а также внутреннее покрытие из оцинкованной стали толщиной не менее 0,35 мм. Полимерное покрытие должно иметь группу горючести НГ или Г1 (ГОСТ 30244);</p><p>- применения вентиляционного и холодильного оборудования высших классов энергоэффективности;</p><p>- применения конденсационных котлов для выработки тепловой энергии (при допустимом снижении максимальной температуры теплоносителя в системах отопления до 80 °С);</p><p>- применения ТСТ (при допустимом снижении максимальной температуры теплоносителя до 60 °С);</p><p>- применения в жилых зданиях двухтрубных систем отопления с индивидуальным регулированием и учетом теплоты;</p><p>- установки термостатов и радиаторных измерителей тепла на отопительных приборах для вертикальных стояковых систем отопления;</p><p>- применения приточно-вытяжных вентиляционных систем с механическим побуждением, с утилизацией теплоты удаляемого воздуха и индивидуально регулируемым воздухообменом;</p><p>- применения в зданиях с автономным и централизованным теплоснабжением комбинированных системных и схемных решений с использованием для теплоснабжения солнечной энергии (солнечные коллекторы).</p><p>В общественных и промышленных зданиях снижение потребления электроэнергии, а также сокращение расходов теплоты, холода и электроэнергии на тепловлажностную обработку воздуха следует предусматривать за счет применения:</p><p>- отдельных систем для помещений разного функционального назначения и разных режимов работы;</p><p>- вентиляционных систем с регулируемым переменным расходом воздуха (адаптивная и персональная вентиляция);</p><p>- энергоэффективных схем тепловлажностной обработки воздуха, включая схемы косвенного и двухступенчатого испарительного охлаждения воздуха, аппаратов для утилизации теплоты и холода удаляемого из помещений воздуха;</p><p>- тепловых насосов и аккумуляторов теплоты и холода для сокращения пиковых нагрузок;</p><p>- устройств для снижения потребления электрической энергии электроприводами насосов, вентиляторов и компрессоров;</p><p>- энергоэкономичных воздушно-тепловых завес, использующих полностью или частично неподогретый воздух;</p><p>- комплексных систем активного энергосбережения.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;Требования энергетической эффективности зданий и сооружений;;Ложь;Соколов Сергей Вадимович;192280;Истина;;;
192282;Ложь;;"<p>13.4 Вентиляторы необходимо подбирать таким образом, чтобы рабочий режим находился в диапазоне характеристики, ограниченном 0,8 максимального КПД вентилятора (ГОСТ 10616). Максимальный КПД вентиляторов различного типа и полный КПД привода (включая КПД электродвигателя, частотного преобразователя, ременной передачи и т.д.) следует определять по ГОСТ 31961 и ГОСТ 33660.&nbsp;&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;Требования энергетической эффективности зданий и сооружений;;Ложь;Соколов Сергей Вадимович;192282;Ложь;;;
192308;Ложь;;"<p>13.7 Концентрация вредных веществ в приточном воздухе при использовании теплоты (холода) ВЭР не должна превышать указанной в 5.11.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192308;Ложь;;;
192310;Ложь;;"<p>14.3 Температуру теплоносителя для систем внутреннего теплоснабжения в производственных зданиях следует принимать не менее чем на 20 °C ниже температуры самовоспламенения веществ, находящихся в помещении, и не более максимально указанной в приложении Б или в соответствии с техническими характеристиками оборудования, арматуры и трубопроводов.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192310;Ложь;;;
192311;Ложь;;"<p>14.4 Температура поверхности доступных частей отопительных приборов, воздухонагревателей, а также трубопроводов систем внутреннего теплоснабжения и отопления не должна превышать максимально допустимую по приложению Б с учетом назначения помещений в жилых, общественных, административных зданиях или категорий производственных помещений, в которых они размещены.&nbsp;</p><p>Для отопительных приборов и трубопроводов в зданиях дошкольных образовательных организаций, на лестничных клетках и вестибюлях следует предусматривать защитные ограждения для отопительных приборов и тепловую изоляцию трубопроводов.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192311;Ложь;;;
192314;Ложь;;"<p>14.5 Способ прокладки трубопроводов систем отопления должен обеспечивать легкую замену их при ремонте. Допускается прокладка изолированных трубопроводов в штрабах ограждений.&nbsp;</p><p>В наружных ограждающих конструкциях замоноличивать трубопроводы систем отопления не допускается.&nbsp;</p><p>Замоноличивание труб без защитного кожуха в строительные конструкции (кроме наружных) допускается в зданиях со сроком службы менее 20 лет при расчетном сроке службы труб 40 лет и более.&nbsp;</p><p>Не допускается прокладка магистральных и разводящих трубопроводов систем отопления и внутреннего теплоснабжения через помещения жилых квартир, а также установка в них арматуры и спускных устройств общедомовых систем.</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192314;Ложь;;;
192315;Ложь;;"<p>14.6 Прокладку трубопроводов из полимерных труб следует предусматривать скрытой: в подготовке пола (в теплоизоляции или гофротрубе), за плинтусами и экранами, в штрабах, шахтах и каналах.&nbsp;</p><p>При скрытой прокладке трубопроводов следует предусматривать возможность доступа к местам расположения разборных соединений и арматуры.</p><p>Открытая прокладка полимерных трубопроводов допускается в местах, где исключается механическое и термическое повреждение труб, а также прямое воздействие на них ультрафиолетового излучения. При открытой прокладке, а также при прокладке в объеме за подшивными и подвесными потолками совместно с другими коммуникациями необходимо предусматривать защиту полимерных трубопроводов от механических повреждений.</p><p>При напольном отоплении полимерные трубы следует прокладывать без гофротрубы.&nbsp;</p><p>В системах с полимерными трубами следует применять соединительные детали и фитинги одного изготовителя.</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192315;Истина;;;
192316;Ложь;;"<p class=""ql-align-justify"">14.7 Полимерные трубы следует прокладывать в защитных футлярах из негорючих материалов в местах возможного механического повреждения (под порогами, на стыках плит перекрытий, в местах пересечения перекрытий, внутренних стен и перегородок и т.п.).</p><p class=""ql-align-justify"">	Не допускается прокладывать трубы из полимерных материалов в помещениях категории Г, а также в помещениях с источниками тепловых излучений с температурой поверхности более 150 °С.</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192316;Ложь;;;
192320;Ложь;;<p>14.8 Заделку зазоров и отверстий в местах пересечений трубопроводами ограждающих конструкций следует предусматривать негорючими материалами, обеспечивая нормируемый предел огнестойкости пересекаемых конструкций.</p><p>Пределы огнестойкости узлов пересечений строительных конструкций трубопроводами из полимерных материалов следует определять по ГОСТ Р 53306.</p><p><br></p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192320;Ложь;;;
192321;Ложь;;<p>14.9 Расстояние (в свету) от поверхности трубопроводов, отопительных приборов и воздухонагревателей с теплоносителем температурой выше 100 °C до поверхности конструкции из горючих материалов следует принимать не менее 100 мм. При меньшем расстоянии следует предусматривать тепловую изоляцию поверхности этой конструкции из негорючих материалов.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192321;Ложь;;;
192322;Ложь;;"<p>14.10 Тепловую изоляцию отопительно-вентиляционного оборудования, трубопроводов внутренних систем тепло- холодоснабжения, воздуховодов, дымоотводов и дымоходов следует предусматривать:</p><p>- для предупреждения ожогов;</p><p>- обеспечения допустимых потерь тепла (холода);</p><p>- исключения конденсации влаги;</p><p>- исключения замерзания теплоносителя в трубопроводах, прокладываемых в неотапливаемых помещениях или в искусственно охлаждаемых помещениях;</p><p>- обеспечения взрывопожаробезопасности.</p><p>Температура поверхности тепловой изоляции не должна превышать 40 °C.</p><p>Трубопроводы внутренних систем тепло- холодоснабжения, отопления, прокладываемые по территории встроенных подземных автостоянок, следует изолировать теплоизоляционными материалами группы горючести НГ или Г1.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192322;Ложь;;;
192324;Ложь;;"<p>14.11 Горячие поверхности отопительно-вентиляционного оборудования, трубопроводов, воздуховодов, дымоотводов и дымоходов, размещаемых в помещениях, в которых они создают опасность воспламенения газов, паров, аэрозолей или пыли, следует изолировать, предусматривая температуру на поверхности теплоизоляционной конструкции согласно 14.3.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192324;Ложь;;;
192325;Ложь;;"<p>14.12 Теплоизоляционные конструкции следует предусматривать согласно СП 61.13330.</p><p>Конструкция изоляции должна предусматривать:</p><p>- отсутствие образования конденсата на внутренних поверхностях;</p><p>- защиту изоляции от повреждений;</p><p>- возможность очистки воздуховодов;</p><p>- сведение до минимума вредного влияния производства и заменяемых частей на окружающую среду.</p><p>Не допускается применение внутренней изоляции воздуховодов для наружного рециркуляционного и приточного воздуха.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192325;Ложь;;;
192326;Ложь;;<p>14.13 Применение газопотребляющего оборудования (инфракрасных газовых излучателей, теплогенераторов и др.) в системах внутреннего теплоснабжения зданий различного назначения должно соответствовать требованиям 6.4.12–6.4.14 и приложения Б.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192326;Ложь;;;
192328;Ложь;;<p>14.14 Отопительно-вентиляционное оборудование, трубопроводы и воздуховоды в помещениях с коррозионно-активной средой, а также предназначенные для удаления воздуха с коррозионно-активной средой, следует предусматривать из антикоррозионных материалов или с защитными покрытиями от коррозии. Для антикоррозийной защиты воздуховодов (кроме воздуховодов с нормируемыми пределами огнестойкости) допускается применять окраску из горючих материалов толщиной не более 0,2 мм.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192328;Ложь;;;
192329;Ложь;;"<p>14.15 Для жилых многоквартирных, общественных, административно-бытовых и производственных зданий срок службы отопительных приборов и оборудования должен быть не менее 25 лет.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192329;Ложь;;;
192330;Ложь;;"<p>14.16 При применении декоративных экранов (решеток) у отопительных приборов следует обеспечивать доступ к отопительным приборам для их очистки.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192330;Ложь;;;
192331;Ложь;;"<p>14.18 Среднюю температуру поверхности строительных конструкций со встроенными нагревательными элементами в расчетных условиях следует принимать не выше, °C:</p><p>40 ? для стен;</p><p>29 ? для полов помещений с постоянным пребыванием людей;</p><p>23 ? для полов зданий дошкольных образовательных организаций согласно СП 118.13330;</p><p>31 ? для полов помещений с временным пребыванием людей, а также для обходных дорожек, скамей крытых плавательных бассейнов;</p><p>по расчету ? для потолков согласно 5.8.</p><p>Температура поверхности пола по оси нагревательного элемента в зданиях дошкольных образовательных организаций, жилых зданиях и плавательных бассейнах не должна превышать 35 °C.</p><p>Ограничения температуры поверхности пола не распространяются на встроенные в перекрытие или пол одиночные трубы систем отопления.</p><p>Допускается формирование граничных зон (вне зон постоянного пребывания людей) вдоль наружных ограждений шириной до 1 м с температурой поверхности пола до 35 °C.</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192331;Ложь;;;
192332;Ложь;;<p>14.19 В воздухо-воздушных и газовоздушных теплоутилизаторах в местах присоединения воздуховодов следует обеспечивать давление приточного воздуха больше давления удаляемого воздуха или газа. В воздухо-воздушных или газовоздушных теплоутилизаторах следует учитывать перенос вредных веществ за счет конструктивных особенностей аппарата.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192332;Ложь;;;
