ID,Содержание,Дата ввода требования в действие,Реестр НТД,Требование безопасности,ЮИН,Обрабатывается в ЦИМ,Подлежит переводу в МПФ,Передано подрядчику,Комментарии,"Наличие ссылок на другие НД, в которых содержатся требования",Наличие ссылок на Задание на проектирование,Наличие ссылок на другие пункы этого СП,Наличие формул,Упоминание расчетов,Наличие таблиц,Наличие рисунков/диаграмм,Требование носит рекомендательный характер
193678,"<p>13.75 В мазутном хозяйстве следует предусматривать устройства для приема, слива, хранения, подготовки и дозирования жидких присадок в мазут.</p><p>Общую вместимость резервуаров для хранения жидких присадок принимают не менее вместимости железнодорожной (автомобильной) цистерны. Число резервуаров должно быть не менее двух.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193678,0,0,0,,0,0,0,0,0,0,0,0
193679,"<p>13.76 Растопочное мазутохозяйство для котельных, сжигающих твердое топливо, предусматривают в следующем объеме:</p><p>фронт разгрузки при доставке железнодорожным или автомобильным транспортом, рассчитанный на установку двух соответствующих цистерн;</p><p>мазутохранилище с установкой двух резервуаров вместимостью по 200 м?;</p><p>для подачи мазута в котельную – по два комплекта насосов, подогревателей и фильтров, один комплект резервный, устанавливаемых в мазутонасосной;</p><p>от мазутонасосной до котельной прокладывают по одному напорному мазутопроводу, одному паропроводу и одному рециркуляционному мазутопроводу.</p><p>Производительность оборудования и пропускную способность трубопроводов выбирают с учетом растопки двух наибольших котлов и их работе с нагрузкой 30 % номинальной производительности.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193679,0,0,0,"Упоминание расчетов ['рассчитанный на'] 
",0,0,0,0,1,0,0,0
193680,"<p class=""ql-align-justify""><span style=""color: black;"">13.77 В котельных допускается предусматривать установку закрытых расходных баков жидкого топлива вместимостью не более 5 м? для мазута и 1 м? для легкого нефтяного топлива.</span></p><p class=""ql-align-justify"">	<span style=""color: black;"">При установке указанных баков в помещениях котельных следует руководствоваться СП 4.13130.</span></p><p><br></p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193680,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['СП 4']
Неоднозначная формулировка ['допускается']
",1,0,0,0,0,0,0,1
193681,<p>13.78 Для поддержания требуемого давления в мазутопроводах в котельной на начальном участке линии рециркуляции из котельной следует предусматривать установку регулирующих клапанов «до себя».</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193681,0,0,0,,0,0,0,0,0,0,0,0
193682,"<p>13.79 Для сбора дренажей от оборудования и трубопроводов мазутонасосной и котельной следует предусматривать дренажную емкость, размещаемую вне пределов мазутонасосной и зданий котельной.</p><p>Возврат конденсата от мазутного хозяйства следует проектировать при наличии экономического обоснования. Схема возврата конденсата должна предусматривать контроль содержания нефтепродуктов согласно [15].</p><p><br></p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193682,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['[15]']
",1,0,0,0,0,0,0,0
193683,"<p>13.80 Газоснабжение и газовое оборудование котельных следует проектировать в соответствии с требованиями настоящего раздела и [4], [13], [14], [16], СП 62.13330 и сводом правил по пожарной безопасности, обеспечивающим выполнение требований СП 4.13130.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193683,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['СП 62', 'СП 4']
Наличие ссылок на другие НД, в которых содержатся требования ['[4]', '[13]', '[14]', '[16]']
",1,0,0,0,0,0,0,0
193684,"<p>13.81 Для поддержания требуемого давления газа, необходимого для устойчивой работы горелок котлов, в котельных следует предусматривать газорегуляторные установки (ГРУ), размещаемые непосредственно в котельной, или газорегуляторные пункты (ГРП) на площадке котельной.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193684,0,0,0,,0,0,0,0,0,0,0,0
193685,"<p>13.82 Производительность ГРУ и ГРП для котельных, сжигающих газ в качестве основного вида топлива, следует рассчитывать на расчетную тепловую мощность котельных установок.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193685,0,0,0,"Упоминание расчетов ['следует рассчитывать'] 
",0,0,0,0,1,0,0,0
193686,"<p>13.83 В ГРУ (ГРП) следует предусматривать две нитки редуцирования на 100 % пропускной способности каждой, одна из которых резервная. Устойчивую работу ГРУ(ГРП) проверяют на два режима работы котельной: на расчетную тепловую мощность зимнюю и минимальную тепловую мощность летнюю. При этом для обеспечения устойчивой работы котельной в минимальном летнем режиме в зависимости от пропускной способности выбранных в ГРП клапанов предусматривается третья линия редуцирования.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193686,0,0,0,,0,0,0,0,0,0,0,0
193687,<p>13.84 Предусматривать прокладку трубопроводов газообразного топлива ниже нулевой отметки не допускается.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193687,0,0,0,,0,0,0,0,0,0,0,0
193688,<p>13.85 Применение сальниковых компенсаторов на газопроводах котельной не допускается.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193688,0,0,0,,0,0,0,0,0,0,0,0
193689,"<p>13.86 Использование газопровода в качестве конструкции, несущей нагрузку от каких-либо сооружений или устройств, не допускается.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193689,0,0,0,,0,0,0,0,0,0,0,0
193690,"<p>13.87 На подводящем газопроводе к котельной следует предусматривать отключающее устройство с изолирующим фланцем на наружной стене здания на высоте не более 1,8 м.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193690,0,0,0,,0,0,0,0,0,0,0,0
193691,"<p>13.88 На газопроводе внутри котельной следует предусматривать:</p><p>на отводе газа к каждому котлу – запорную арматуру, быстродействующий запорный клапан, расходомерное устройство для котлов более 1 МВ;</p><p>на отводе газа непосредственно к каждой горелке - запорную арматуру,</p><p>&nbsp;если эти устройства не предусмотрены газовой рампой, поставляемой с котлом или горелкой</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193691,0,0,0,,0,0,0,0,0,0,0,0
193692,"<p>13.89 Газогорелочные устройства котлов должны быть оснащены запорными, регулирующими и контрольными устройствами в соответствии с ГОСТ 21204 и [14].</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193692,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['ГОСТ 21204']
Наличие ссылок на другие НД, в которых содержатся требования ['[14]']
",1,0,0,0,0,0,0,0
193693,"<p>13.90 Выбор материала трубопроводов, арматуры и определение мест их размещения следует проводить в соответствии с СП 62.13330.</p><p>Использование восстановленных стальных труб и бывших в употреблении материалов и арматуры не допускается.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193693,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['СП 62']
Неоднозначная формулировка ['бывших в употреблении']
",1,0,0,0,0,0,0,1
193694,"<p>13.91 Прокладка газопроводов непосредственно через газоходы, воздуховоды и вентиляционные шахты, не допускается.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193694,0,0,0,,0,0,0,0,0,0,0,0
193695,"<p>13.92 Не разрешается переводить котлы на сжигание сжиженных газов (СУГ) в эксплуатируемых котельных, уровень пола которых находится ниже уровня территории, непосредственно прилегающей к помещению котельной.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193695,0,0,0,,0,0,0,0,0,0,0,0
193696,"<p>13.93 Котельные, использующие в качестве основного или аварийного вида топлива сжиженный природный газ (СПГ), должны иметь систему его приема, хранения и газификации, проект которой выполняется по отдельному заданию на проектирование.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193696,0,0,0,"Наличие ссылок на Задание на проектирование ['заданию на проектирование']
",0,1,0,0,0,0,0,0
193697,"<p>13.94 Котельные, использующие в качестве основного или аварийного вида топлива сжиженные углеводородные газы (СУГ), должны иметь систему его приема и хранения.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193697,0,0,0,,0,0,0,0,0,0,0,0
193698,"<p>13.95 Котельные агрегаты, использующие СУГ, должны оснащаться горелками для сжигания искусственного газа (аналог природного), который приготавливается в соответствующей установке с предварительным смешением СУГ и воздуха для организации кинетического горения.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование энергетической эффективности зданий и сооружений; требование безопасного уровня воздействия зданий и сооружений на окружающую среду.,193698,0,0,0,,0,0,0,0,0,0,0,0
193699,"<p>14.6 Системы механического транспорта золы и шлака следует предусматривать в котельных с котлами, оборудованными топками для слоевого сжигания.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193699,0,0,0,,0,0,0,0,0,0,0,0
193700,<p>14.7 При проектировании общей для всей котельной системы механического транспорта золы и шлака непрерывного действия следует предусматривать резервные механизмы.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193700,0,0,0,,0,0,0,0,0,0,0,0
193701,<p>14.8 Системы периодического транспорта следует принимать при выходе золы и шлака до 4 т/ч; системы непрерывного транспорта – при выходе более 4 т/ч.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193701,0,0,0,,0,0,0,0,0,0,0,0
193702,"<p>14.9 Для удаления золы и шлака из котельных общей массой до 150 кг/ч следует применять монорельсовый или автопогрузочный транспорт контейнеров-накопителей, узкоколейный транспорт в вагонетках, скреперные установки, конвейеры.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193702,0,0,0,,0,0,0,0,0,0,0,0
193703,"<p>14.10 Для механических систем периодического транспортирования следует применять скреперные установки, скиповые и другие подъемники; для непрерывного транспортирования – канатно-дисковые, скребковые и ленточные конвейеры.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193703,0,0,0,,0,0,0,0,0,0,0,0
193704,<p>14.11 При использовании для транспортирования шлака ленточных конвейеров температура шлака не должна превышать 80 °С.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193704,0,0,0,,0,0,0,0,0,0,0,0
193705,"<p>14.12 При использовании скреперных установок следует применять:</p><p>системы «мокрого» совместного золошлакоудаления – при выходе золы и шлака до 0,5 т/ч;</p><p>системы «мокрого» раздельного золошлакоудаления – при выходе шлака до 1,5 т/ч;</p><p>системы «сухого» золошлакоудаления, когда «мокрые» системы неприемлемы (при сооружении котельной в Северной климатической зоне, дальних перевозках в зимнее время, при транспортировании золы и шлака, склонных к цементации во влажном состоянии, при промышленном использовании золы и шлака в сухом виде).</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193705,0,0,0,,0,0,0,0,0,0,0,0
193706,"<p>14.13 Скребковые конвейеры применяют в системах как «сухого», так и «мокрого» золошлакоудаления.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193706,0,0,0,,0,0,0,0,0,0,0,0
193707,"<p>14.14 Скребковые конвейеры следует устанавливать в непроходных каналах, конструкция которых должна допускать возможность осмотра и ремонта узлов конвейера.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193707,0,0,0,,0,0,0,0,0,0,0,0
193708,<p>14.15 Для пневматического транспорта золы и шлака от котлов к разгрузочной станции следует применять всасывающую систему. При этом расстояние транспортирования должно быть не более 200 м. Для пневматического транспорта золы и шлака от разгрузочной станции до отвала следует применять напорную систему при расстоянии транспортирования не более 1000 м.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193708,0,0,0,,0,0,0,0,0,0,0,0
193709,"<p>14.16 При проектировании систем пневмотранспорта следует принимать:</p><p>концентрацию материалов от 5 до 40 кг на 1 кг транспортирующего воздуха;</p><p>наибольший размер кусков, транспортируемых пневмотрубопроводами, не превышающий значения, равного 0,3 диаметра пневмотрубопровода.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193709,0,0,0,,0,0,0,0,0,0,0,0
193710,<p>14.17 При проектировании систем пневматического транспорта следует принимать:</p><p>скорость движения золошлакоматериалов в начальных участках пневмотрубопроводов – не менее 14 м/с;</p><p>наименьший внутренний диаметр пневмотрубопроводов для золы – 100 мм;</p><p>наименьший внутренний диаметр пневмотрубопроводовдля шлака – 125 мм;</p><p>наибольший внутренний диаметр – 250 мм.</p><p><br></p>,16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193710,0,0,0,,0,0,0,0,0,0,0,0
193711,"<p>14.18 Часовая производительность всасывающей системы, в зависимости от количества заборных точек, должна быть в 3–4 раза больше часового выхода транспортируемого материала.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193711,0,0,0,,0,0,0,0,0,0,0,0
193712,<p>14.19 Режим работы системы пневматического транспорта принимают периодическим; производительность системы определяют из условия продолжительности ее работы 4–5 ч в смену без учета времени на переключения.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193712,0,0,0,,0,0,0,0,0,0,0,0
193713,"<p>14.20 Для дробления шлака, поступающего в вакуумную пневматическую систему, под шлаковыми бункерами котлов следует предусматривать дробилки:</p><p>двухвалковые зубчатые – для дробления непрочного слабоспекшегося шлака с максимальным начальным размером кусков до 100 мм, получаемого при сжигании в камерных топках углей с высокой температурой плавкости золы;</p><p>трехвалковые зубчатые – для дробления механически непрочных шлаков с размерами кусков 100–400 мм, шлаков с повышенной механической прочностью, с неравномерными фракциями.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193713,0,0,0,,0,0,0,0,0,0,0,0
193714,"<p>14.21 Температура шлака, поступающего на дробление, не должна превышать 600 °С.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193714,0,0,0,,0,0,0,0,0,0,0,0
193715,<p>14.22 Для пневмотрубопроводов следует применять трубы из низколегированной стали марки 14ХГС. Зависимость минимальной толщины стенки от диаметра применяемых труб – в соответствии с приложением Е.</p><p>Использование восстановленных стальных труб и бывших в употреблении материалов и арматуры не допускается.</p><p><br></p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193715,0,0,0,"Наличие ссылок на другие пункы этого СП ['в соответствии с приложением Е']
Неоднозначная формулировка ['бывших в употреблении']
",0,0,1,0,0,0,0,1
193716,"<p>14.23 Пневмотрубопроводы следует выполнять сварными, соединения с оборудованием и арматурой допускается выполнять фланцевыми.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193716,0,0,0,"Неоднозначная формулировка ['допускается']
",0,0,0,0,0,0,0,1
193717,"<p>14.24 Прокладку пневмотрубопроводов в помещениях котельной следует предусматривать над полом с устройством переходных мостиков. Минимальное расстояние от низа трубы до пола должно составлять 1,5 диаметра трубы, но не менее 150 мм.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193717,0,0,0,,0,0,0,0,0,0,0,0
193718,"<p>14.25 Соединения деталей и элементов пневмотрубопроводов следует проводить сваркой. Угол наклона отвода не должен превышать 30°. При этом участок трубы против врезки отвода должен быть усилен укрепляющей накладкой, соединенной с трубой внахлест.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193718,0,0,0,,0,0,0,0,0,0,0,0
193719,<p>14.26 Для осмотра и прочистки пневмотрубопроводов следует устанавливать лючки или контрольные пробки.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193719,0,0,0,,0,0,0,0,0,0,0,0
193720,"<p>14.27 В качестве запорной арматуры на пневмотрубопроводах следует принимать пробковые краны, устанавливаемые на вертикальных участках.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193720,0,0,0,,0,0,0,0,0,0,0,0
193721,"<p>14.28 Участки пневмотрубопроводов, имеющие температуру свыше&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;55 °С, должны быть ограждены сетками. Теплоизоляция пневмотрубопроводов не допускается.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193721,0,0,0,,0,0,0,0,0,0,0,0
193722,"<p>14.29 Отделение золы и шлака от транспортирующего воздуха в вакуумных установках пневмотранспорта следует проводить в инерционных осадительных камерах.</p><p>Максимальная скорость воздуха в камере не должна превышать 0,15 м/с, аэродинамическое сопротивление осадительной камеры должно составлять 100–150 Па.</p><p>Рабочая вместимость камеры должна обеспечивать непрерывную работу системы в течение 45 мин.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193722,0,0,0,,0,0,0,0,0,0,0,0
193723,"<p>14.30 Под осадительными камерами следует предусматривать установку сборных бункеров, изготавливаемых из металла или железобетона.</p><p>Угол наклона стенок должен быть не менее:</p><p>50° – для металлических бункеров;</p><p>55° – для железобетонных бункеров.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193723,0,0,0,,0,0,0,0,0,0,0,0
193724,"<p>14.32 При использовании в качестве золоуловителей электрофильтров следует принимать комбинированную пневмогидравлическую систему золоудаления, при которой золу из-под золоуловителя транспортируют пневмосистемами в промбункер, из промбункера – самотечными каналами гидроудаления в насосную.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193724,0,0,0,,0,0,0,0,0,0,0,0
193725,"<p>14.33 Шлаковые каналы при твердом шлакоудалении следует выполнять с уклоном не менее 0,015, при жидком шлакоудалении – не менее 0,018. Золовые каналы должны иметь уклон не менее 0,01.</p><p>Каналы следует выполнять железобетонными с облицовкой из камнелитых изделий и перекрытиями на уровне пола легкосъемными плитами.</p><p><br></p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),,193725,0,0,0,,0,0,0,0,0,0,0,0
193726,"<p>15.1 В котельных необходимо предусматривать защиту оборудования (автоматику безопасности), сигнализацию, автоматическое регулирование, контроль, возможность передачи данных о работе системы автоматического управления технологическими процессами (АСУ ТП) в диспетчерскую.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193726,0,0,0,,0,0,0,0,0,0,0,0
193727,"<p>15.3 В помещениях котельных следует предусматривать центральные (ЦЩУ) и местные щиты управления (МЩУ). ЦЩУ следует располагать в изолированном помещении центрального поста управления (ЦПУ). При разработке АСУ ТП щиты питания датчиков нижнего уровня и контроллеры следует размещать вблизи технологического оборудования, средства визуального отображения, регистрации, управления (верхний уровень АСУ ТП) – в помещениях ЦПУ в соответствии с 15.10–15.21.</p><p>В автоматизированных котельных, производительностью до 25 МВт, имеющих общий котельный зал и работающих без постоянного присутствия обслуживающего персонала, допускается объединение МЩУ и ЦЩУ с размещением щитов в котельном зале.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193727,0,0,0,"Неоднозначная формулировка ['допускается']
",0,0,0,0,0,0,0,1
